Id,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence
4eyedRaven,0.6798673612866458,0.7565655298393277,0.7934158923830134,0.6854851192646793,0.8160802362658093
AGENTZETABEAM,0.6131009690871425,0.779726453710761,0.7857738662501876,0.6939598798407827,0.8239579768760084
aillsley3,0.6411639143533312,0.7676633790413094,0.7950910557513591,0.681458484917638,0.8182307008762647
amxndareviews,0.641242839582952,0.8130595541773094,0.8246200197979667,0.7245536127896122,0.8346955325560899
AndyJenck,0.626223625749309,0.7931510064986779,0.8057568073299306,0.690108489204225,0.820882185416925
Anshul_M_,0.6010660362211195,0.8073064905611309,0.8023780865951631,0.7051126732584959,0.8257298499291703
Answers_to_None,0.6454913346429029,0.8137355145176282,0.8171478690915523,0.6970748017075559,0.830934221326357
Ant_DC_,0.629767160229282,0.7831095223572327,0.8042293921993765,0.6824584631841885,0.8229949716814285
AquamAnder,0.6169806195989774,0.7784021820780574,0.7785830127164053,0.6868543144943605,0.8223727138108838
ashley_northey,0.6614593078796729,0.7863024318599428,0.8104920754744843,0.681371030577937,0.8213560244603539
balexanderfilm,0.6063292949498229,0.7633142621541652,0.7804917068693733,0.6893444870011592,0.8187146314840115
BewareAno,0.6241197982155564,0.7718533226654899,0.7904958761660066,0.6762426331205575,0.8220092977627604
billyapatterson,0.6225550969945954,0.7972499704080893,0.8114258192598875,0.7125848760391663,0.8278470810500779
boddyparts,0.6227573069123767,0.7637287065655792,0.7659690267799526,0.6634254385029983,0.8125448158601282
broodybats,0.6602047630836242,0.7961351817110593,0.8151911173414172,0.7075748234471192,0.8285492109738282
BrooklynBatman_,0.645830101376408,0.7882881104627095,0.817248113302192,0.702127691458007,0.8213686717141385
brown_batman_,0.6657974438414103,0.7880638413665106,0.828359735741981,0.703927672432685,0.8209889184921276
CallMeZeven,0.6543719761947926,0.7780965069739054,0.820756273894089,0.6915736197073441,0.8195269397284319
Capgirl611,0.6341532621874997,0.8044477290894712,0.8202658647519513,0.6945375675116394,0.8298473559172895
capithano,0.6242160375752475,0.7700360568635429,0.8039254243910459,0.7037702460955059,0.8178144284670736
CaptainGalxy,0.6822814015693094,0.779280759796753,0.8169898219419067,0.7202636044496139,0.8232852045374369
cautionspoilers,0.6043280493511827,0.7680296505376814,0.7674768036719632,0.6610170439366707,0.8222892923308165
cdaniellfilms,0.6486216563961986,0.7993117764479845,0.8365972262077546,0.7039611309436485,0.8230035316241603
Champion_Ballad,0.6310259760927529,0.8096260885468336,0.8384420638115971,0.7059489424445928,0.8295567259425425
chriswashere321,0.6099245053389746,0.7690858932462294,0.7864755400206396,0.7006079777232509,0.8164931567776941
CodyCroaff,0.6463218787363588,0.7900690705415614,0.807794828080536,0.6999368622060098,0.827548977770116
col838383,0.599625469824886,0.7980587398598176,0.7992117000364035,0.7202766671952877,0.8246342202724021
ConnorNyhan,0.6141306106684378,0.7799735649053318,0.7998929816351011,0.7021365847159887,0.8209193200058043
Cords95481107,0.6792946081360196,0.7578202549600003,0.7902717444877098,0.6998989729574643,0.8189582213158709
CoyJandreau,0.6251440540060277,0.8063712650064407,0.8098680243122828,0.7355469162470563,0.8296020578019048
DailySarcasm425,0.6630411117617524,0.7457363636483423,0.7798661547354471,0.6831918223082719,0.8156954055142355
Danburden1138,0.5779953381838445,0.7835238331591297,0.7803161622602371,0.6850911590301423,0.8162145308789531
DanielRPK,0.6626712273594892,0.7426341615396324,0.7628101378999158,0.6896527878059969,0.8128859413953058
DanMorrison1962,0.6052461989990434,0.788851148617459,0.802103720259294,0.692218169678793,0.8234494774458702
DaveePena,0.6555584627045518,0.7680184406171962,0.7930517774787604,0.67681182704683,0.8169427247413092
DerfelMacGuffin,0.6206860401082251,0.7537371208600359,0.7721457159484822,0.6786769430706585,0.8139629812403938
dinahsfrost,0.6100557491645135,0.8177309859663744,0.8316630812472825,0.7249438992457452,0.8336704653888418
Dudeseid,0.6154517956950474,0.768421628957036,0.777505982946195,0.6789461577343473,0.8222466653730066
EdGreerDestroys,0.6334616289515047,0.7948465153259279,0.810899414914542,0.707399351629704,0.8276706296996732
edmachina,0.6299951393106259,0.7636623296033853,0.7738742911389049,0.706307883927781,0.8150422473946739
Eren2706,0.6710118509113654,0.7866949006892534,0.8329555280872547,0.706500298283669,0.8200822316717832
everyspidey,0.6256117168194419,0.7776652040029256,0.8054483126655045,0.688410129416408,0.8205362121705118
EyItsNathan,0.6472117036818119,0.7727923903021308,0.8056571402312092,0.7012821262183844,0.8155192559045503
EzraQuinzel,0.6666616922196776,0.7928882883507238,0.8278343502591307,0.7036636664713557,0.8278771406602966
Facehuggger,0.647708520631649,0.7937414356592356,0.8142246691511144,0.6837415027511277,0.8228363219372258
FilmMomatic,0.6498596643066198,0.7762188964944827,0.7926552091515141,0.6995232532088387,0.8221756028524841
flexecutor,0.6378278990259185,0.8106257441174124,0.8531744495046444,0.7285979978139825,0.8240230936417023
Frankly_Emily,0.6664175765478011,0.7985707640298477,0.8028622580587288,0.699259916616665,0.8350709258285582
FuThoughts,0.6509021992584534,0.7665093221596667,0.7203087242195607,0.6483092518492815,0.8215399228588511
GenreFilmAddict,0.5758899546191723,0.7989228088693444,0.7917526987340318,0.7153030205486718,0.8252720223571066
GMANonScified,0.616717882519163,0.7694009466761874,0.77508143782963,0.6892540801199054,0.8145572575099999
HarveyHissey,0.6263814591841648,0.7604940112920052,0.7639637568800186,0.6709659165730931,0.820476132807019
HeSlimedMe__,0.6470242632433609,0.7869044880008855,0.8125815900880602,0.6881678270890773,0.8237780184304624
Honey_b0ys,0.5992945558651748,0.8201865842965536,0.8339251655096636,0.7450516618752538,0.8315224183585512
IAMACT0R,0.6636915526947258,0.8132396169817078,0.8630214994083385,0.7411096891307472,0.8310813250112482
ithrah69,0.6681823682171424,0.781527248735638,0.8129698661080753,0.6751070240733804,0.8236732314466668
jamesrai100,0.594321703155751,0.797726133553705,0.810061802638824,0.7157080793598151,0.8197108305207049
jauvan_m,0.6520677174836639,0.8126983859025451,0.8416949467751054,0.7236792225802648,0.8308699409054598
jcastlemanmc,0.6045336116768774,0.7974209505217016,0.8199797152646017,0.7173396578073391,0.824682730483178
jd2413,0.6765069826958084,0.7456975227141613,0.7618201836418296,0.6673154904469712,0.814900089037677
JDMiller14,0.6213808433054829,0.7576011421860099,0.7613216864558345,0.6665600256419928,0.8179414703180057
JesabelRaay,0.6387160389509607,0.7519733683059063,0.742481753720085,0.6582066156039275,0.8146465825355333
jjpf80,0.6743469770859716,0.7750368609444761,0.813075719477983,0.719996010084763,0.8217734407472236
johnonfilm,0.6588843087853608,0.7967759161966084,0.82325906629755,0.7179310833300054,0.8296544291375123
JorHAMR_,0.673041338976668,0.7682097874042776,0.8049805033083489,0.6936380006203996,0.8210929667892666
JoshFilms_,0.6343277083015562,0.8018475026384401,0.8296874690394564,0.7155290465930858,0.8294985721879057
jpmoney1999,0.6439906105525691,0.7810381164448452,0.8020887635892302,0.684372479683861,0.8225218079725549
JRSPipBoy2008,0.6211311830502937,0.7876931316910079,0.787130633568074,0.6977788043186975,0.8258775304004076
JustJen_02,0.6521938425968388,0.7723339074496094,0.7844385329080374,0.7122377225544337,0.8242791889749295
Kayne_Martin,0.6469551293892407,0.7714468153860053,0.7892952502831605,0.6819947413180378,0.8213106200186961
keileykaiser,0.6568551215120025,0.7913778142590325,0.8139714572886715,0.6894902487487017,0.8269894464623915
kkcorby14,0.6714362345052229,0.7820858475617776,0.7867356139425578,0.6706138438753492,0.8280789517462422
KlaesJensen,0.629319243730358,0.7837460282922144,0.800539367838674,0.6832766990815826,0.8212967961907429
KnightofR_E_N,0.6925128153165251,0.7745894044475123,0.8199246286597368,0.6868081864989148,0.8211221751932565
kolbytoldme,0.6404586746075172,0.8329119136877212,0.8561812415934746,0.7310435330679333,0.8316914235431602
kryptonscodex,0.6602338339139524,0.7668843002133894,0.7942947997405255,0.6979795656469966,0.8158314613332356
LanceDFier,0.6306698952546641,0.7750335864903135,0.7961749992306373,0.680460750846578,0.8218013022744377
LeahSt8,0.6418864626281113,0.8060025076811119,0.8206635731546735,0.6858364168372867,0.828577068511626
LeesahSea,0.6501284012190433,0.7942730795432448,0.8027464937078495,0.7104245206985267,0.8247276299389875
LiaD1979,0.6839568163593728,0.7326082114456529,0.7553033012029924,0.6755958815748151,0.8137880141186009
Liam_Norval,0.5997215775209312,0.7900097359099842,0.7920404246719905,0.7059662153791518,0.8228052523019938
Lionman771,0.6035269587936585,0.778891049928916,0.8070328359937964,0.6953853562709345,0.8183075299527696
lizslayed,0.6314179042596784,0.7823912625933903,0.7905410553537842,0.6737201434197594,0.8251800940236554
ls_wtzl,0.6145179060187249,0.8050626296490071,0.8267460117051041,0.7049835255485745,0.8273369180995481
Luiz_Fernando_J,0.6331891657392457,0.768408807742818,0.7801847478968497,0.7308154119485462,0.8063377963881512
maccookie123,0.597764261567761,0.8040491707011225,0.8241206426494264,0.7295634492787795,0.826817972700801
ManUnited0710,0.6807698462225727,0.7839569469987231,0.7993280829644297,0.6890937960951817,0.8249428968840707
MaratheParth,0.6101118376213037,0.7728992235935934,0.7928559930357141,0.691640898983607,0.8204928713610744
mariov2814,0.6688347558720437,0.7654342930576048,0.8017536541977262,0.6954413677116003,0.8144947625161704
Marti_Battinson,0.6724075651512942,0.7560958267852249,0.7910865492217731,0.6915256921014472,0.8109295979703484
MikeScagnelli,0.6139986193332354,0.7613430943501982,0.7614038861076411,0.6872225980705727,0.81723934513271
Mister_BatfIeck,0.6324280917077023,0.759723871038839,0.7791881323652053,0.6722626122939411,0.814032296525071
MoeiZer,0.6528235132357614,0.8039499788211548,0.8391936390763222,0.7072972630909925,0.8239141351854135
MrGeekout,0.6260334055472483,0.7859169498962293,0.8022722395303323,0.6862247529890334,0.8250068161357205
Mrsmiley181,0.6827559951255191,0.8030727093062463,0.8354075578508218,0.715915158478914,0.822919625282851
mr_dark_writer,0.6647602833647601,0.7688424484030327,0.768037617001809,0.6964466146145804,0.7954721463546329
Mystr_J,0.6346895035436428,0.7797264867950396,0.7986636649519577,0.689525939192231,0.819012868834518
niklander2,0.6219749205304773,0.7634356592812662,0.7770688461241767,0.6768786281260694,0.8200275879336988
OnlyMcFisherMan,0.6080375394768118,0.7676981179053275,0.7771355501334319,0.6976235012776784,0.8232880862218503
PaulAlexandria,0.6299291577047539,0.7601193423813423,0.7748895754600108,0.6801693426451189,0.8120462310969199
plasticwerewolf,0.5895083006120134,0.8029798887688774,0.7933515675591318,0.6828688112414998,0.8267629527269109
pod_hard,0.6277732683015512,0.7854413404307735,0.7918377506400652,0.6923978136448644,0.8189234322623296
Que_Chill,0.7275004432139458,0.7453887192447419,0.7908504173296884,0.7009433288260316,0.8029234344682354
ra114211,0.6147891617984229,0.7789887710122987,0.7970354818580663,0.7073279706867085,0.8202420836538322
RealJacobSarver,0.6356369568715967,0.7782004187895033,0.8055824830472624,0.6912319290537571,0.8158274770730095
RealN78,0.6530350131062549,0.7560371612689493,0.7698971596081366,0.678887947036043,0.8138525723176284
RealNinjaGreg,0.7131006874569144,0.7870719280713833,0.8350127407984763,0.7598482636855812,0.823566453295381
reggiegotlag,0.6583478390338485,0.7970127958635086,0.8354212208366474,0.6988757093962173,0.8267231540006972
RLTerry1,0.6693460828261296,0.7572473753658233,0.7657793173499663,0.6956366458786618,0.821926737945017
SamParkerMetal,0.6136171981315994,0.7769129255686129,0.7856594734638818,0.6834696933249745,0.8177988063593576
Sapphire__Steel,0.5717517833049405,0.7822700422899365,0.7599126274692021,0.6720569744757219,0.8207842216506487
ScottCollura,0.6266587291370365,0.7420379931633384,0.7510276334422079,0.6607667379611187,0.813626187092485
ShavedSheev_,0.627137848600141,0.7949379563500495,0.8056945819079008,0.693197549706772,0.8224072609579288
ShinobiFist,0.6684504297129524,0.7806605705908971,0.8005481319413389,0.7000458928388937,0.8221647520094767
ShinobiKnuckles,0.657557240413583,0.7554336967199818,0.7677645531254299,0.672765888851165,0.8173283848165429
SolidZdar,0.6307628982379297,0.757473147186091,0.7823606083004474,0.6720577648275342,0.8167453908292702
speedingahead,0.6443006517917652,0.7507974039957263,0.7887643715690164,0.7010193758082152,0.8071095978894935
Steele131,0.6267834940088798,0.7578894299794731,0.7828030137369968,0.7032083874602586,0.804585991180173
strouse_kristy,0.6493413989559434,0.8003681278800457,0.8071603929638416,0.7172151741144488,0.8272451279372885
tandingess,0.6641986658089719,0.7243668705608202,0.7531181013484615,0.6834198123697681,0.8059034766671116
TDeanwright1,0.6570587774980591,0.8070733003829731,0.843813091681578,0.7055534339796744,0.8309874171103835
terrance_may,0.6448711073469033,0.816796510430394,0.8393463654234793,0.7004584793229773,0.8329858766103014
ThatZachWilson,0.6428879909980397,0.7829902644781268,0.7912507396722113,0.6889198588720953,0.8261962443809094
TheAgeOfBatman,0.6534246252478504,0.7628180036478706,0.8035108586500216,0.6877165229206078,0.8180114761449602
TheBenBegley,0.6055901906261683,0.7893350140694035,0.8114287649935517,0.7244537681575963,0.8228693861701099
thejoekucharski,0.6539572700164997,0.7606957118900103,0.7841771508005716,0.7071265425143136,0.8147441016978597
TheLastSean_,0.6458352010743103,0.7910334097638425,0.8240570297820676,0.7081258442278363,0.8249409271774231
TheMarckoguy,0.6247255928350331,0.8004756675256823,0.8081647248812502,0.6932207620380272,0.8261887078842389
TheNumbJarl,0.6595923805915646,0.74030250652447,0.7694632001391143,0.6723950783036978,0.8114847028648409
TheOffensiveApe,0.6114457218661438,0.812533078645687,0.8411306299755131,0.7194513916897425,0.8279398323863787
theonlytroyever,0.6272366631508781,0.7544384260713758,0.7601620426826018,0.6698192611073319,0.8161977843966848
thetoog91,0.6400684804235142,0.780272128874578,0.7982201349282875,0.6832992171746473,0.8158912474513309
tommeelopez,0.6606256421219421,0.7511446697815491,0.7707817314734005,0.6709601823528496,0.8195549726586323
Travdawg01,0.6631491216880799,0.8141947587286288,0.8520882681663566,0.7161460621110669,0.8238073818017557
travis112096,0.6651427781615435,0.7497156417424831,0.7809650286644672,0.6877271669442006,0.8216040561825395
TxZ1872,0.65070335505742,0.8087791761542573,0.8328774892088141,0.6972944698602058,0.8269768876287452
UberKryptonian,0.6213113756876525,0.7691921853323884,0.7740571591932278,0.6933757621042591,0.8190844335391945
uprisingenvoys,0.6662148006138685,0.7970278657271751,0.8300161721570386,0.6901028880031249,0.8361054985544352
uren_marc,0.6493159992795327,0.7853144509854401,0.8007979228337269,0.6837980485317746,0.8217289925389126
villeneuveist,0.641159700833723,0.8021059594438649,0.8187397814388517,0.7049879411263068,0.8228459638448005
willkruzzette,0.6124029005123668,0.7869898673746518,0.8116210859382982,0.7045453958440194,0.8265425269577055
wolfmanwalter13,0.6124958611012514,0.7687140854229138,0.7796699233950082,0.6761627518976776,0.8184826717645274
worldsofdceu,0.6617879946368274,0.7975968060146523,0.825521496478014,0.6986409263521545,0.8215606894270504
wyattyhalpert,0.5751304196301702,0.779407507761896,0.7790405382945764,0.7033428645200449,0.8209339860000606
ya_girlmeg,0.6879359167767709,0.7769168465938096,0.7979071622441345,0.6825897157257748,0.825034547771236
zarafrancis5,0.6442480519123327,0.7820768603334671,0.7896628778595078,0.7229500208632461,0.8326769044434623
zascmo,0.6260595272836538,0.7931790502323437,0.8143061541724264,0.6939298814701219,0.8171025886822353
zoidberg95,0.6450256746516126,0.7952774822517165,0.7921725431371309,0.6794146360742596,0.8339651916240531
_TronVin_,0.6186143408372393,0.7897826494891143,0.8064539980442665,0.6965306713606046,0.8186642748363636
__Nathan,0.6362722129944611,0.7695968308233418,0.7784532275892874,0.6968705681874638,0.8208091567545847
